elevation_m,slope_deg,ndvi,rainfall_mm,soil_stability,distance_to_water_m,flood_probability
291.98,30.61,0.5252,1203.7,0.6,1732.3,0.1361
330.62,9.9,0.5481,1818.3,0.35,4346.0,0.2851
57.24,6.79,0.4384,208.4,0.6,2844.6,0.457
347.98,23.52,0.8858,1195.4,0.6,1618.9,0.1191
48.86,19.53,0.5909,697.1,0.8,2518.8,0.4095
307.41,14.53,0.336,1541.2,0.35,4203.5,0.2173
267.92,11.49,-0.0525,2989.1,0.6,4025.0,0.3307
358.85,23.13,0.4919,892.8,0.8,2141.3,0.1353
173.66,3.07,0.7237,1563.5,0.45,2170.2,0.2378
201.15,25.0,0.3532,2314.0,0.7,4405.7,0.2579
313.92,20.65,0.0865,1547.7,0.8,1347.0,0.2586
426.39,36.27,0.8346,2207.2,0.55,2616.1,0.0926
182.14,5.91,0.0505,2087.4,0.45,4222.2,0.3043
455.57,25.36,0.746,874.1,0.45,3233.8,0.1637
128.22,24.05,0.3059,429.3,0.5,148.2,0.2643
242.69,39.65,0.322,2726.4,0.5,805.2,0.2078
68.22,10.34,0.7035,2010.1,0.7,3225.0,0.4621
391.12,2.21,0.7965,1010.3,0.45,4337.2,0.2517
450.29,16.28,0.2634,2006.5,0.35,1990.5,0.3155
118.02,22.84,0.4002,449.9,0.45,2487.3,0.1058
45.12,23.99,0.6732,1008.9,0.6,4031.1,0.3754
109.0,4.27,0.1141,896.2,0.6,1279.0,0.2438
294.74,19.61,0.2747,2851.3,0.2,2733.3,0.2451
138.87,31.37,0.0449,1478.1,0.2,4108.6,0.2071
10.54,38.67,0.5058,2540.3,0.55,3456.5,0.5757
276.36,12.37,0.8585,1152.3,0.35,2679.2,0.1417
118.19,17.7,-0.0921,2886.2,0.45,1511.4,0.4139
148.71,34.38,0.0602,1372.7,0.2,4398.5,0.1697
383.37,16.25,-0.0661,2612.7,0.8,2360.7,0.3177
358.69,35.07,0.7202,2490.8,0.45,2536.6,0.2065
175.93,24.08,0.7134,2239.6,0.8,3479.1,0.2265
91.87,17.74,0.5411,108.9,0.5,3145.2,0.1556
156.86,3.29,0.0578,1597.5,0.7,4236.3,0.3609
159.7,19.13,0.6352,856.0,0.2,3999.6,0.078
99.33,16.58,0.0819,2641.5,0.5,113.5,0.4711
306.0,9.15,-0.011,1441.0,0.45,3509.3,0.3443
84.38,16.04,0.3289,854.5,0.35,4790.6,0.307
7.06,21.03,0.6734,2792.0,0.8,601.4,0.6827
356.78,7.62,0.7619,2368.2,0.45,3734.8,0.236
103.3,8.62,0.7241,2207.5,0.5,2097.5,0.2953
204.26,5.84,0.1902,859.2,0.8,4537.6,0.2952
229.08,0.41,0.0332,1037.4,0.6,3437.4,0.4188
356.67,28.34,0.6361,843.1,0.35,2789.4,0.1992
235.47,14.17,0.5064,2045.3,0.55,36.8,0.3924
252.27,15.24,0.8775,2046.7,0.7,4840.6,0.175
130.15,20.15,0.8303,2645.9,0.7,457.3,0.2198
355.13,17.32,0.1604,1008.5,0.7,2501.1,0.3117
180.3,17.2,0.8028,863.3,0.45,2589.7,0.1477
217.89,6.6,0.6369,1524.7,0.7,2782.8,0.3328
219.99,7.56,-0.0454,631.1,0.8,1308.5,0.3209
352.98,17.46,0.8952,2788.9,0.55,2213.2,0.2762
228.88,4.5,0.6198,529.4,0.2,477.0,0.2067
434.09,7.23,0.0683,1575.3,0.45,2820.6,0.3273
499.0,0.17,0.6668,623.6,0.35,1238.3,0.2155
249.06,3.77,0.2287,924.4,0.35,1976.9,0.2159
418.49,6.15,-0.0189,2509.0,0.8,2275.7,0.3768
477.6,23.77,-0.0942,2912.3,0.8,1631.3,0.3501
478.7,22.77,0.1114,241.2,0.45,1622.6,0.1498
27.77,2.83,0.8519,1206.0,0.6,1283.3,0.5395
199.46,0.82,0.1082,1226.7,0.6,1431.8,0.4373
376.28,26.16,0.0206,1523.5,0.6,3682.1,0.3433
301.76,14.36,-0.0039,1165.6,0.5,2453.2,0.2639
442.71,19.06,0.4631,1326.9,0.6,4056.9,0.1961
213.01,1.62,0.2417,1444.2,0.5,3241.6,0.3154
356.82,37.23,0.4273,1977.0,0.35,1460.6,0.0994
238.81,5.94,0.0278,2718.4,0.5,2620.2,0.4383
147.74,1.91,-0.0235,230.8,0.35,2558.2,0.2873
360.15,32.51,0.2555,1798.1,0.55,578.5,0.2418
330.79,7.18,0.0822,1239.6,0.35,2087.1,0.3065
362.05,30.29,0.3499,2442.7,0.2,4833.9,0.1619
435.67,7.49,0.0851,2266.4,0.45,4359.4,0.4043
2.92,4.67,0.0717,1483.6,0.6,4345.2,0.7842
482.9,24.08,0.3867,1893.6,0.2,3456.4,0.2557
402.32,3.51,0.0351,653.3,0.55,3483.2,0.3246
94.11,1.07,0.3811,520.9,0.5,2184.6,0.2622
95.46,12.04,0.3634,1474.6,0.55,591.1,0.2472
451.21,29.55,0.3453,1506.6,0.55,4300.4,0.1727
284.72,33.35,-0.0491,122.8,0.6,4897.6,0.1963
424.31,29.48,0.4958,1707.5,0.45,194.7,0.1938
362.31,37.41,0.8051,2616.1,0.5,3574.3,0.1922
264.15,16.88,0.2159,284.2,0.6,4446.8,0.2847
323.09,17.93,0.3362,567.9,0.5,2351.5,0.2501
219.06,20.31,0.4877,2086.4,0.8,664.5,0.2518
479.9,33.32,0.5731,2230.3,0.8,4000.8,0.274
422.27,24.87,0.1825,2272.8,0.8,654.2,0.3162
50.45,16.64,0.8938,980.6,0.5,2788.6,0.402
499.63,14.35,0.1608,2063.1,0.7,4141.5,0.3447
31.83,17.22,0.5176,450.0,0.5,2437.0,0.4526
496.83,31.4,0.6694,2333.3,0.45,4482.6,0.2172
302.14,4.17,-0.0496,2844.2,0.8,4813.6,0.3881
377.88,38.99,0.6817,1868.0,0.35,4119.8,0.1557
314.96,34.83,0.811,555.4,0.45,3543.7,0.0805
380.98,19.94,0.7705,547.5,0.2,1679.7,0.157
219.55,16.63,0.669,811.4,0.8,1713.2,0.2681
252.51,3.41,0.2724,2289.1,0.2,3150.9,0.3356
264.83,31.49,0.038,1343.6,0.6,4491.3,0.3049
475.92,20.65,0.5822,2836.8,0.8,736.5,0.3552
471.82,3.39,0.2148,2947.6,0.7,2176.0,0.4233
196.63,1.48,0.8225,537.8,0.55,4888.9,0.2968
437.91,38.91,0.3193,2668.8,0.45,3610.5,0.2249
156.85,13.77,0.727,2710.6,0.7,3504.5,0.255
272.21,31.53,0.552,2122.7,0.6,3879.2,0.2011
440.49,3.37,0.4374,1231.0,0.7,2607.1,0.2899
255.84,12.49,0.2407,1943.5,0.55,149.2,0.3773
398.3,23.7,0.1413,2345.1,0.6,4934.9,0.3049
186.49,25.08,0.2545,238.4,0.35,2249.2,0.1804
286.22,0.21,0.239,784.7,0.5,1758.2,0.3094
357.43,26.9,0.6144,1607.0,0.5,535.1,0.2361
258.23,7.7,0.6785,1417.5,0.7,3561.1,0.2742
31.1,35.54,0.3763,1393.9,0.2,3387.3,0.4104
201.38,22.36,0.6788,2628.8,0.8,3185.9,0.3127
473.91,29.27,0.3169,572.2,0.7,2429.0,0.1777
228.86,38.72,0.4132,1634.5,0.5,2282.6,0.2063
279.51,36.87,0.0188,2571.7,0.35,613.1,0.2698
285.88,1.61,0.0533,1177.3,0.2,1523.3,0.2605
71.07,23.58,-0.0513,2693.3,0.45,1085.8,0.4368
409.56,19.55,0.0223,1111.1,0.55,2093.7,0.232
450.14,31.25,0.3752,2188.1,0.7,3812.1,0.2083
252.38,18.44,0.3499,1402.3,0.2,455.7,0.1807
193.62,36.01,0.239,232.9,0.8,3682.2,0.1547
322.96,34.64,0.6072,1758.8,0.45,2809.6,0.1908
96.21,24.75,0.4769,253.3,0.5,3755.3,0.2058
251.32,0.75,0.5583,1642.4,0.55,1382.1,0.3339
419.46,23.18,-0.0154,1647.3,0.2,2015.0,0.3224
22.49,34.48,-0.0767,1367.4,0.6,130.0,0.5901
45.51,39.19,0.4418,927.5,0.7,1285.2,0.3819
44.81,12.27,0.3073,590.7,0.2,915.5,0.4292
49.37,5.7,0.793,848.0,0.35,268.9,0.4175
119.81,23.88,0.1365,1575.0,0.6,4747.3,0.2589
276.56,2.62,-0.0711,1937.3,0.55,1353.1,0.4342
481.74,27.0,0.1463,1708.7,0.7,1530.0,0.2474
317.9,8.14,0.8679,1182.6,0.7,3912.3,0.2357
268.77,16.95,0.8115,1410.1,0.55,4065.1,0.239
326.53,6.7,-0.0398,2773.3,0.45,2993.4,0.389
419.74,15.21,0.2514,1933.4,0.45,237.0,0.3377
150.32,15.81,0.023,505.0,0.45,4392.6,0.2113
105.43,20.19,0.7021,2663.4,0.2,3179.5,0.2625
136.51,26.49,0.2216,710.8,0.2,89.2,0.2369
345.92,25.86,-0.098,1481.9,0.55,3366.8,0.1924
351.65,30.5,0.4381,2383.2,0.35,2697.9,0.2387
446.29,32.64,0.3452,457.9,0.6,4139.1,0.1425
383.98,27.88,-0.0916,1441.8,0.5,2228.4,0.2677
110.76,0.79,0.1811,2772.1,0.2,965.6,0.4024
404.21,8.85,0.8801,2905.2,0.55,1411.0,0.2237
452.25,28.28,0.1091,668.7,0.6,563.6,0.2009
85.24,7.75,0.6388,2049.3,0.7,336.1,0.4356
64.12,2.6,0.1596,1752.7,0.5,4406.2,0.5024
423.83,0.92,0.8698,2065.4,0.45,3406.6,0.2408
441.55,0.08,0.3271,2052.0,0.55,4270.8,0.3335
203.44,4.87,0.4183,1537.2,0.55,4420.2,0.3786
112.27,11.12,0.3201,1401.7,0.55,1965.4,0.2457
403.84,39.61,0.1256,2099.7,0.35,4585.8,0.3011
98.44,13.17,-0.0372,1913.4,0.55,2405.0,0.3711
313.15,13.37,0.1504,412.7,0.5,4794.4,0.2105
416.26,32.87,0.4197,786.6,0.35,3881.0,0.0838
312.67,23.16,-0.0145,276.0,0.55,1893.2,0.1928
445.04,27.73,0.6826,279.8,0.8,283.4,0.1496
50.91,2.23,-0.0478,2564.8,0.6,488.2,0.6029
375.98,9.32,0.4996,2013.2,0.55,2272.5,0.2527
310.11,4.05,0.5509,2059.8,0.55,2275.8,0.3239
164.1,7.7,0.0027,1826.0,0.35,2968.5,0.3959
62.99,20.36,0.2554,1496.1,0.8,937.8,0.3548
68.84,1.76,0.0277,1795.1,0.2,1562.8,0.5354
73.7,12.35,0.2429,1169.6,0.55,2593.2,0.3431
328.84,5.78,0.1374,2475.6,0.55,2116.1,0.3935
454.25,31.41,0.2416,2036.8,0.8,3002.8,0.2804
165.57,23.14,0.8631,1886.7,0.6,1649.8,0.235
455.27,19.84,0.82,1952.4,0.5,2338.0,0.236
106.57,19.23,0.6683,2462.5,0.6,1034.5,0.2908
181.41,2.95,-0.07,434.0,0.45,2207.6,0.4413
315.67,36.51,0.2599,2928.4,0.5,997.1,0.2963
359.42,13.59,0.4545,617.8,0.55,888.6,0.2976
130.89,4.05,0.7314,498.0,0.35,1698.5,0.216
184.82,14.89,0.0714,1628.1,0.6,4393.2,0.3627
32.69,5.78,0.8242,2405.2,0.5,2667.4,0.531
214.77,25.45,0.821,2312.9,0.5,4273.6,0.1393
147.09,5.94,0.1472,1925.4,0.45,4365.5,0.4128
442.92,8.37,-0.0186,1464.9,0.35,845.5,0.2473
194.06,35.3,0.6511,1185.4,0.8,903.2,0.1483
241.65,38.23,0.3738,1785.4,0.55,1043.9,0.1529
447.44,18.08,0.1344,733.9,0.6,4444.7,0.1744
187.05,22.02,0.0343,343.7,0.8,2598.9,0.2241
115.09,1.65,0.4123,1075.5,0.8,2343.1,0.2722
158.51,15.29,0.0796,778.0,0.35,1801.9,0.2968
41.21,33.7,0.4128,1966.6,0.45,4633.8,0.4394
19.14,8.01,0.0966,1054.8,0.45,3728.6,0.645
384.24,33.82,0.0906,1851.7,0.7,4992.0,0.2615
456.19,0.34,0.1995,2484.7,0.6,4729.6,0.3421
410.93,30.31,-0.0881,1996.9,0.7,4328.7,0.2889
104.94,9.35,0.487,1702.6,0.8,3615.3,0.3718
230.7,31.68,0.2131,644.8,0.6,1055.8,0.1352
187.35,23.1,0.0283,2835.7,0.55,2504.0,0.3445
329.42,14.19,0.1255,1334.6,0.6,3816.6,0.2913
293.48,22.7,-0.0678,503.5,0.2,2845.3,0.1752
399.57,36.55,0.4739,1233.6,0.6,1029.0,0.13
94.17,4.35,0.4695,1409.5,0.45,475.3,0.3489
52.16,22.12,-0.0679,2098.2,0.8,143.9,0.6237
192.95,8.24,0.1911,1620.7,0.8,296.7,0.4792
259.27,6.87,0.7597,1291.5,0.7,4948.1,0.282
371.57,15.56,0.8036,698.8,0.5,1555.7,0.1898
408.95,26.59,0.0588,1767.8,0.45,2941.6,0.1932
137.72,0.3,0.0427,285.5,0.6,3028.2,0.3512
123.42,13.16,0.4692,1523.8,0.8,2884.9,0.2822
440.5,18.25,0.6003,2163.8,0.45,1961.5,0.1974
411.71,33.99,0.3151,620.8,0.6,2294.6,0.1891
284.31,15.74,0.8457,795.1,0.7,1376.1,0.1627
314.04,11.68,0.8163,2124.3,0.5,4544.6,0.1766
60.62,14.75,0.6554,1562.7,0.2,2056.4,0.3838
82.42,8.29,-0.0554,177.5,0.8,1912.0,0.4068
198.34,0.43,0.0147,2759.7,0.2,3354.8,0.3273
232.12,18.45,-0.0175,2005.4,0.8,709.9,0.3808
85.29,0.72,0.0005,953.0,0.6,850.6,0.3639
335.7,0.45,0.1733,1377.9,0.7,1091.2,0.4355
108.08,27.87,0.7365,2453.4,0.35,1959.2,0.1762
154.16,2.1,-0.0953,2340.0,0.5,4644.8,0.3923
45.69,16.87,0.8893,1077.6,0.5,3403.0,0.3935
31.59,38.35,-0.0034,2522.6,0.7,3622.8,0.6207
407.81,12.91,0.5268,1911.6,0.6,4695.2,0.286
60.4,8.55,0.2566,603.5,0.6,3273.4,0.4689
110.05,26.32,0.1785,1909.3,0.55,346.0,0.2859
109.28,12.06,0.4989,2951.0,0.35,3565.5,0.3211
284.6,10.08,-0.0053,1040.6,0.6,3392.7,0.2439
486.18,27.75,0.232,1942.5,0.2,4890.3,0.1966
8.82,36.48,0.3489,1582.0,0.5,2522.1,0.5427
352.31,0.53,-0.0788,2300.9,0.35,1551.2,0.3993
309.88,2.4,0.2745,960.2,0.7,1885.0,0.2681
321.02,9.52,0.6253,2966.8,0.8,3698.9,0.3219
321.8,30.42,0.4209,2934.9,0.45,3755.2,0.2577
114.51,29.31,0.2427,696.9,0.55,4534.1,0.1645
343.67,28.78,0.5081,1206.3,0.2,925.9,0.1021
314.89,2.58,0.3916,2865.6,0.55,3175.5,0.395
45.88,23.71,0.7312,2802.3,0.5,2542.0,0.4514
213.12,18.68,0.0642,672.9,0.6,890.4,0.2641
224.14,25.42,0.1719,2365.7,0.35,4755.6,0.2895
179.79,15.11,0.3707,1325.8,0.6,3804.0,0.292
9.91,15.26,0.754,2300.7,0.45,2980.0,0.5236
76.4,29.07,0.1573,1444.6,0.8,1423.3,0.3009
166.62,28.59,0.0957,2756.8,0.55,74.0,0.3557
250.35,29.01,0.3915,2784.5,0.6,4852.8,0.2152
320.52,23.53,0.3088,212.6,0.35,1930.3,0.2042
282.8,7.77,0.3363,840.2,0.2,2552.9,0.1834
348.23,26.04,0.8265,2233.4,0.5,2393.9,0.1695
460.73,14.46,0.6066,181.9,0.7,1314.0,0.1486
127.14,24.09,0.8518,2540.4,0.55,592.5,0.2051
46.15,28.46,0.2843,2147.6,0.35,2597.5,0.447
414.87,10.11,0.2022,2906.3,0.6,2934.5,0.4142
366.97,30.1,0.8243,2621.3,0.35,3184.5,0.1523
71.36,29.95,0.83,1254.1,0.45,42.0,0.2708
84.2,19.67,-0.0031,2343.9,0.6,2629.6,0.3619
85.32,14.99,0.604,674.3,0.7,2518.0,0.2165
55.12,22.68,0.1126,682.7,0.7,4047.8,0.4673
435.81,17.63,0.813,416.7,0.7,408.3,0.2849
42.85,4.99,-0.0357,186.0,0.5,2394.7,0.5451
30.53,30.07,-0.0928,1789.1,0.55,493.2,0.5195
261.17,0.29,0.503,2962.0,0.45,4661.3,0.3308
214.73,14.83,0.7902,2998.4,0.5,4705.5,0.2633
332.54,15.14,-0.0428,1132.5,0.2,4033.3,0.3505
200.9,33.42,0.825,174.5,0.35,4346.3,0.0628
139.73,27.97,0.7151,1168.4,0.8,2579.4,0.1579
319.04,37.68,0.2222,1938.0,0.55,4848.3,0.2265
367.91,27.12,0.1336,1505.2,0.35,1748.2,0.308
238.06,26.33,0.5995,391.3,0.6,1476.4,0.1028
97.54,5.73,0.4201,1758.5,0.55,648.0,0.3334
336.53,21.95,0.7748,587.4,0.8,4775.7,0.1251
241.08,21.63,0.1434,594.3,0.35,536.3,0.2189
464.5,13.06,0.2835,913.0,0.45,3333.0,0.2533
475.75,26.82,0.5655,2775.9,0.8,461.3,0.2308
465.89,30.65,0.5007,1967.6,0.6,4551.7,0.1179
371.48,29.0,0.5539,2376.7,0.6,4044.2,0.2103
43.84,3.57,0.6406,2817.9,0.35,2868.5,0.558
63.71,12.53,0.2802,2237.1,0.45,318.8,0.4156
489.92,12.79,0.265,2070.0,0.7,2603.6,0.3119
300.81,8.89,0.2953,1661.0,0.8,1586.5,0.3513
109.45,27.2,0.0474,921.8,0.55,2998.4,0.1981
154.45,39.61,0.0235,2990.9,0.8,3159.1,0.3332
483.25,2.35,0.7102,542.8,0.5,4241.9,0.2659
467.22,9.0,0.6357,2777.2,0.7,4285.3,0.3159
407.51,36.5,0.0592,162.5,0.6,1693.7,0.1677
338.95,39.61,0.6577,1234.1,0.45,1419.0,0.1807
274.01,3.89,0.2234,2394.7,0.55,4250.6,0.3489
354.79,18.3,0.0637,498.9,0.8,1462.5,0.2962
374.19,29.41,-0.0909,2205.3,0.35,3394.8,0.2783
494.24,5.9,0.8504,1338.6,0.7,4630.7,0.3355
89.82,2.1,0.8803,1985.3,0.6,4848.9,0.379
313.49,16.16,-0.066,798.5,0.8,1520.4,0.2909
372.6,31.03,0.8912,2045.1,0.35,3890.9,0.0991
432.45,26.01,0.1752,1994.3,0.2,67.9,0.325
320.7,36.34,0.1249,1801.9,0.8,1375.9,0.277
372.68,31.77,0.0811,1504.2,0.6,1498.8,0.2631
356.88,34.49,0.4375,1275.5,0.55,1975.0,0.1955
408.73,31.34,0.4301,285.4,0.35,3770.0,0.136
58.66,34.48,0.5952,115.4,0.8,4004.6,0.3626
61.52,5.15,0.1062,567.5,0.45,4258.7,0.5691
253.07,14.54,0.4444,1326.8,0.55,1249.2,0.2731
23.08,37.83,0.8046,950.9,0.8,707.9,0.4004
455.39,39.87,0.5062,1580.7,0.35,3316.5,0.1544
22.37,1.47,0.0417,2582.6,0.5,4787.5,0.7079
179.53,5.14,0.5223,315.6,0.45,1310.8,0.2242
324.88,6.53,0.3561,2839.7,0.6,4701.6,0.3843
314.78,10.78,0.5331,1972.2,0.2,2822.6,0.2662
323.89,20.46,0.064,2482.5,0.2,4962.3,0.279
301.8,3.1,0.0246,419.0,0.6,339.1,0.3767
320.09,14.51,0.2335,892.4,0.5,1375.5,0.3492
111.11,38.07,0.6827,458.2,0.45,2948.2,0.157
403.4,3.82,0.2489,1759.3,0.45,2762.2,0.2724
85.37,37.86,0.2896,1101.0,0.6,2389.5,0.1958
63.79,0.38,0.4136,550.9,0.7,721.9,0.4242
459.22,25.57,0.2702,2354.8,0.6,3536.9,0.2528
91.55,39.45,0.6985,1556.5,0.45,4763.6,0.1031
461.91,9.15,0.5356,352.1,0.45,2038.5,0.2107
156.37,3.61,-0.0205,2216.9,0.35,833.9,0.4474
277.08,19.71,0.7744,2890.3,0.6,3388.4,0.2642
466.22,5.46,0.3978,2086.9,0.35,2033.3,0.246
372.96,28.57,0.6026,2274.0,0.5,4971.2,0.129
330.59,36.82,0.8992,2840.3,0.55,3040.8,0.2222
440.97,20.94,0.1251,317.9,0.7,2573.3,0.2333
476.24,16.91,0.2791,1182.5,0.35,1696.4,0.2033
425.39,34.31,0.1901,1501.1,0.45,1073.2,0.1384
369.01,22.75,0.1175,984.0,0.55,4677.7,0.3036
28.75,0.24,0.3604,965.2,0.35,35.7,0.6277
445.1,7.45,0.2545,393.9,0.8,995.7,0.2205
205.36,36.52,-0.0931,2331.4,0.45,1138.2,0.2527
197.68,11.97,0.3283,628.3,0.45,552.4,0.1702
80.92,14.15,0.334,1141.8,0.5,562.2,0.36
142.45,5.35,0.3211,1060.5,0.55,810.0,0.3169
332.62,10.63,0.3211,1695.4,0.7,1631.2,0.3599
382.2,35.27,0.4019,2778.3,0.6,665.8,0.3093
63.06,13.76,-0.0864,2084.9,0.55,3394.8,0.4787
171.07,39.06,0.6374,1359.6,0.45,1418.3,0.1705
308.81,29.17,0.0869,915.3,0.35,4322.2,0.2137
497.13,9.89,0.7206,675.4,0.35,3508.7,0.1592
496.28,23.65,0.5345,765.2,0.7,2012.4,0.1818
136.93,7.69,0.0462,151.2,0.5,463.8,0.3507
153.22,25.33,0.1314,1074.9,0.8,316.1,0.3063
213.54,2.07,0.0101,1154.4,0.2,3560.8,0.336
90.88,0.02,0.5604,1032.8,0.45,2365.6,0.4036
454.24,4.03,0.0848,2850.2,0.2,1678.1,0.4266
341.48,30.82,0.0303,1145.6,0.2,3717.2,0.2296
294.46,24.19,0.1383,900.2,0.6,445.3,0.2895
300.92,1.64,0.8683,2663.7,0.5,972.7,0.333
222.88,3.95,0.8418,1895.1,0.45,3629.5,0.2816
360.38,1.75,0.0917,1696.4,0.45,4459.0,0.3686
379.68,33.84,0.4603,1107.3,0.2,2247.9,0.1073
33.85,16.76,0.8313,1561.2,0.55,843.0,0.3674
137.07,38.7,0.1897,2871.8,0.55,3974.0,0.2487
198.75,27.39,0.7703,2917.5,0.7,2194.3,0.1526
254.64,22.5,0.2902,1860.9,0.5,928.5,0.2634
348.36,35.17,0.6906,1420.8,0.45,1524.0,0.1519
110.17,28.33,0.4522,596.2,0.55,2672.5,0.1345
471.02,11.11,0.033,2632.8,0.55,3215.6,0.435
124.5,32.94,0.4346,104.1,0.2,3167.1,0.1397
473.21,35.36,0.164,487.5,0.45,1629.9,0.1642
28.63,32.64,0.7239,735.9,0.45,891.9,0.4302
489.38,31.13,0.6805,408.7,0.6,4728.8,0.0991
128.67,25.05,0.5043,697.9,0.8,1111.0,0.1808
403.87,30.12,0.0556,772.0,0.6,1849.5,0.265
451.08,3.75,0.0815,636.6,0.7,952.4,0.2799
323.78,0.84,0.0629,615.4,0.6,3440.0,0.3548
93.92,5.74,0.3264,1419.6,0.6,510.2,0.2799
404.0,24.13,0.2779,160.1,0.55,3819.6,0.1819
322.24,1.75,0.1483,342.4,0.7,4693.6,0.2815
4.7,31.67,0.4424,2472.9,0.35,1019.6,0.5372
240.21,22.51,0.3443,573.1,0.2,2399.8,0.1607
133.73,21.74,-0.0788,229.1,0.45,521.8,0.2863
443.23,16.61,-0.0988,750.5,0.5,2141.4,0.3121
112.94,35.16,0.2847,2664.2,0.35,2464.2,0.2755
495.38,8.98,0.8565,917.3,0.35,3082.3,0.245
459.94,35.82,0.5045,616.4,0.2,3002.1,0.1603
339.72,6.01,0.5673,974.5,0.45,1748.4,0.3196
330.87,37.32,0.7107,2162.8,0.35,3946.4,0.199
430.86,39.12,0.6778,525.1,0.7,1959.1,0.1068
239.22,2.69,0.4778,2882.8,0.45,731.9,0.2861
161.53,5.1,0.6675,1122.6,0.8,2124.9,0.2649
396.75,13.34,0.7021,1996.5,0.5,1922.1,0.1991
274.67,21.55,0.3926,1655.0,0.5,1929.3,0.193
288.94,27.74,0.6483,2139.0,0.5,1814.9,0.1592
101.64,34.02,0.2624,1474.4,0.7,4605.3,0.2541
424.38,34.67,0.719,954.6,0.7,4177.9,0.1439
275.75,37.25,0.3211,711.1,0.5,288.8,0.2688
351.98,15.1,-0.0737,2898.2,0.2,279.9,0.4624
53.0,23.26,0.3768,1822.4,0.7,160.6,0.4952
38.53,22.77,0.7137,534.2,0.7,2354.1,0.4085
70.06,21.1,0.8488,1463.5,0.2,2225.4,0.2415
55.63,2.4,0.5425,1852.1,0.7,2521.4,0.503
5.43,33.31,0.5799,2640.3,0.45,4596.6,0.509
211.84,6.27,0.8731,1612.4,0.7,3718.2,0.2514
200.2,2.24,0.2923,2485.3,0.35,4084.6,0.3254
320.95,33.09,0.0648,2429.7,0.6,981.7,0.2843
54.2,3.11,0.5032,2555.2,0.55,1205.3,0.5393
105.95,0.44,0.8097,644.5,0.5,3195.6,0.2483
16.18,10.77,0.8767,1737.9,0.8,237.9,0.594
4.24,14.27,0.1824,1254.6,0.5,1579.2,0.7526
195.32,14.23,0.0295,2056.6,0.2,2042.4,0.3057
403.75,6.01,0.4872,1208.1,0.55,1457.7,0.2618
75.77,18.52,0.7852,370.5,0.5,4423.2,0.2571
384.41,6.44,0.8637,1597.3,0.2,2242.9,0.1476
65.6,11.63,0.5235,2826.4,0.55,4454.5,0.455
104.41,24.42,-0.025,542.0,0.8,496.1,0.2212
7.47,30.65,0.2095,2615.8,0.35,2499.6,0.5849
147.8,2.73,0.4765,1124.8,0.35,904.1,0.2817
385.97,10.32,0.3733,842.5,0.8,3255.0,0.2992
284.37,1.58,0.759,1262.7,0.7,2209.7,0.2946
256.24,24.99,0.2136,342.1,0.6,2534.7,0.1965
341.28,24.82,0.5439,2249.0,0.5,3501.7,0.2957
280.4,6.18,0.0053,1189.9,0.6,4270.6,0.3696
334.58,13.96,0.3685,1651.8,0.8,554.5,0.3813
90.14,4.33,0.8595,1251.1,0.6,1005.4,0.2623
498.22,19.45,0.6023,1481.0,0.45,2278.3,0.2274
272.54,37.94,0.0455,719.1,0.55,4939.2,0.2091
404.27,31.58,0.8786,718.9,0.5,4341.4,0.0628
476.32,27.35,0.1698,1943.5,0.35,717.3,0.2281
436.89,18.06,0.3197,720.9,0.45,928.6,0.2319
26.87,35.8,0.3285,2893.8,0.45,831.0,0.5096
237.75,27.55,0.0607,2120.4,0.2,4563.9,0.2718
285.16,32.92,0.4609,2692.0,0.5,398.3,0.2116
161.87,39.45,0.839,2254.2,0.2,80.8,0.15
448.25,37.35,0.3994,1017.6,0.6,1321.4,0.1501
471.66,34.29,0.5343,1952.9,0.35,192.1,0.1071
372.85,7.51,0.5964,2345.7,0.6,1088.5,0.3133
339.81,38.2,0.2703,1155.0,0.45,4484.3,0.2059
251.04,34.71,0.5993,1981.8,0.8,2076.1,0.1546
212.92,38.96,0.2358,2786.4,0.8,2147.6,0.3463
88.45,23.8,0.4428,1206.5,0.6,3174.2,0.2211
452.94,3.97,-0.0124,2528.0,0.35,3251.6,0.3062
308.13,16.45,0.3964,2280.0,0.35,3171.3,0.1921
333.86,34.07,0.1119,2353.0,0.6,581.4,0.2658
428.17,38.02,0.2506,2401.9,0.8,2070.5,0.2952
370.58,0.3,0.2746,749.4,0.45,1345.4,0.2559
329.34,12.3,0.8027,2737.1,0.5,30.7,0.3601
13.12,31.62,0.7408,1605.0,0.2,1682.1,0.445
479.58,39.71,0.1418,2923.1,0.5,3085.2,0.2654
465.97,17.16,0.8394,1232.2,0.7,2021.6,0.1956
159.06,6.34,0.131,2159.1,0.7,2526.2,0.3375
421.52,25.09,0.1602,1703.4,0.2,1026.8,0.1671
46.63,17.5,0.5289,1820.5,0.55,3094.3,0.3513
285.9,1.01,0.6342,2951.9,0.2,940.9,0.2888
326.26,8.87,0.0938,2537.3,0.6,3854.3,0.3658
467.49,25.1,0.5384,1780.1,0.35,563.5,0.153
463.6,4.91,0.0418,859.8,0.7,473.0,0.3211
419.16,15.63,0.391,163.7,0.35,2437.7,0.1996
312.84,8.41,0.3199,2680.2,0.8,4044.7,0.3796
89.34,22.69,0.5067,191.2,0.2,4968.8,0.1784
241.96,24.56,0.4465,559.3,0.45,4633.7,0.161
11.52,20.47,0.0523,2613.9,0.35,4493.9,0.6725
