flood_probability,slope_norm,soil_stability,vegetation_density,wind_exposure,sun_score,buildability_score
0.7381,0.9908,0.7402,0.4229,0.4626,0.3796,50.08
0.3581,0.4415,0.2191,0.2036,0.8269,0.6752,67.13
0.7547,0.4807,0.8964,0.7526,0.4812,0.9124,74.3
0.2165,0.4867,0.4148,0.2283,0.0159,0.4202,76.01
0.8405,0.5033,0.427,0.459,0.1811,0.2957,59.97
0.5626,0.3323,0.7394,0.3944,0.5281,1.0,78.31
0.5162,0.3003,0.232,0.4166,0.2507,0.2594,69.21
0.6527,0.3772,0.3448,0.4782,0.0676,1.0,73.64
0.7266,0.9669,0.4806,0.4176,0.1384,0.8034,60.07
0.2179,0.529,0.7054,0.8359,0.6074,0.6226,82.8
0.2632,0.9185,0.5663,0.3934,0.6794,0.4117,67.25
0.6939,0.7802,0.7442,0.2597,0.3469,0.2733,52.64
0.772,0.4743,0.6044,0.7422,0.957,0.5501,59.11
0.8538,0.4291,0.3802,0.0088,0.1919,0.8516,59.23
0.7367,0.5002,0.8173,0.4998,0.339,0.4835,68.99
0.4363,0.077,0.6931,0.0276,0.8312,0.7331,80.61
0.2101,0.4024,0.7861,0.4554,0.2062,0.3047,87.04
0.1761,0.9437,0.3031,0.1033,0.7616,1.0,72.52
0.4901,0.6067,0.8781,0.1066,0.1644,0.9645,72.61
0.1576,0.883,0.4604,0.289,0.8371,0.6205,70.41
0.1757,0.1036,0.4974,0.5786,0.2073,1.0,95.73
0.1792,0.0296,0.3261,0.4132,0.9611,0.7713,85.67
0.9793,0.2661,0.675,0.2686,0.8288,0.3055,53.9
0.5464,0.8684,0.5154,0.8835,0.7595,1.0,65.43
0.9239,0.4456,0.745,0.8882,0.6853,1.0,62.01
0.2912,0.1983,0.3293,0.8351,0.1835,1.0,88.32
0.1131,0.8083,0.3119,0.2786,0.4436,1.0,80.33
0.9159,0.0053,0.3556,0.5628,0.7414,0.9432,65.34
0.881,0.6158,0.6289,0.9866,0.325,0.8906,63.54
0.219,0.6047,0.2891,0.7007,0.9913,0.7022,73.08
0.8948,0.1179,0.4713,0.3481,0.0478,1.0,70.07
0.5632,0.4292,0.2878,0.4304,0.4198,0.6122,67.37
0.863,0.553,0.4126,0.9772,0.5881,0.4927,58.59
0.7489,0.5864,0.2164,0.7228,0.5057,0.7506,59.73
0.7482,0.9937,0.7275,0.8465,0.0217,0.2909,57.81
0.0102,0.7149,0.2723,0.9598,0.8444,0.7954,85.07
0.9041,0.7766,0.8611,0.8821,0.2382,0.2799,60.63
0.259,0.5724,0.2242,0.2252,0.8988,0.5695,70.94
0.0066,0.1678,0.4503,0.0407,0.8096,1.0,94.55
0.8054,0.3441,0.8814,0.1135,0.8847,0.4574,59.49
0.7179,0.8975,0.3582,0.4048,0.5043,0.7582,56.84
0.5603,0.6951,0.3457,0.1936,0.7758,0.4267,61.18
0.3941,0.1632,0.4987,0.0072,0.5374,0.5679,83.18
0.7466,0.5384,0.6516,0.1224,0.8317,0.9729,61.38
0.8797,0.0575,0.7461,0.7514,0.3928,1.0,72.83
0.6117,0.6148,0.866,0.1179,0.2427,0.705,70.34
0.309,0.3717,0.312,0.9064,0.3839,0.7957,85.95
0.867,0.6409,0.5965,0.9017,0.3419,1.0,63.88
0.3955,0.076,0.3604,0.4816,0.2321,0.6174,84.65
0.9442,0.855,0.3918,0.3185,0.6678,0.7163,47.74
0.1029,0.9057,0.6909,0.8904,0.4257,0.6612,80.4
0.7665,0.0264,0.5998,0.1583,0.7418,0.7386,68.7
0.2705,0.1911,0.6936,0.0628,0.6911,1.0,92.5
0.3546,0.3178,0.3896,0.7198,0.1396,0.7834,85.62
0.8413,0.5174,0.5091,0.9173,0.461,0.378,60.58
0.4661,0.9738,0.4621,0.7412,0.86,0.3905,61.92
0.7082,0.2544,0.7585,0.3213,0.9318,0.9753,71.75
0.5907,0.736,0.8784,0.3025,0.5427,0.7016,62.31
0.8295,0.1983,0.3463,0.2345,0.1702,0.7904,68.38
0.5582,0.3543,0.4506,0.6175,0.0572,0.5619,74.08
0.96,0.2749,0.8184,0.3335,0.5035,0.969,60.13
0.7352,0.5304,0.7807,0.5415,0.9727,0.5439,55.82
0.135,0.7885,0.2126,0.5079,0.3979,0.3649,75.95
0.5845,0.1683,0.4136,0.2167,0.7801,1.0,73.06
0.5856,0.1688,0.3113,0.1836,0.3504,0.9421,73.67
0.5333,0.3527,0.7571,0.9338,0.4057,0.9439,84.09
0.5525,0.1887,0.7323,0.8808,0.6461,0.3331,75.88
0.9458,0.7929,0.372,0.2735,0.2875,0.7756,45.64
0.6055,0.6551,0.4761,0.8315,0.4434,0.3732,61.12
0.3985,0.2623,0.7817,0.3427,0.8391,1.0,80.36
0.0668,0.836,0.6529,0.0188,0.2316,0.3186,79.77
0.7373,0.0844,0.3537,0.3707,0.2008,0.8176,74.51
0.4637,0.0868,0.6143,0.3823,0.0058,0.2929,84.27
0.9651,0.9318,0.3005,0.4859,0.0373,0.6166,42.15
0.7484,0.831,0.2384,0.9756,0.8703,0.6083,56.34
0.2184,0.5257,0.8576,0.0103,0.5724,0.4592,80.67
0.0901,0.8262,0.6613,0.8574,0.6733,0.4385,81.46
0.8673,0.1982,0.4873,0.0124,0.9369,0.8158,59.37
0.4353,0.1372,0.34,0.0991,0.349,1.0,82.42
0.2877,0.9154,0.3376,0.1787,0.4699,1.0,66.76
0.4202,0.9186,0.2222,0.8587,0.2084,0.4801,65.11
0.2923,0.6237,0.2315,0.2774,0.4286,0.3137,68.79
0.5116,0.4414,0.8986,0.8359,0.4944,0.8142,81.41
0.1888,0.2998,0.3279,0.8822,0.287,0.4509,84.57
0.0778,0.4962,0.3533,0.3454,0.7809,0.9798,89.03
0.501,0.3887,0.3789,0.5703,0.9974,0.4017,70.2
0.3697,0.2254,0.7894,0.1368,0.5594,0.288,75.29
0.6882,0.173,0.561,0.7339,0.2662,0.8484,76.63
0.3389,0.5009,0.4361,0.8856,0.4817,1.0,81.02
0.1744,0.3908,0.395,0.3213,0.59,0.2647,80.21
0.2204,0.5336,0.3833,0.4273,0.3047,1.0,79.37
0.6351,0.737,0.4055,0.4556,0.9562,0.729,57.01
0.3962,0.3752,0.5796,0.4514,0.6518,1.0,82.74
0.8785,0.2564,0.4899,0.4674,0.6794,0.6054,61.15
0.8091,0.9647,0.247,0.6591,0.8823,0.3299,47.52
0.3728,0.5175,0.6263,0.0336,0.0598,0.6651,79.49
0.8431,0.0111,0.5619,0.3345,0.6975,0.8457,67.92
0.8376,0.3851,0.403,0.2362,0.4119,1.0,69.19
0.2279,0.248,0.3869,0.4248,0.5092,0.4437,83.87
0.3964,0.6446,0.6661,0.0223,0.4046,0.8924,75.07
0.933,0.183,0.3284,0.4103,0.8576,1.0,59.17
0.6424,0.7761,0.63,0.7711,0.4521,0.8431,63.37
0.7599,0.6763,0.7658,0.0467,0.4707,0.4381,58.39
0.4147,0.3047,0.7692,0.6964,0.6936,1.0,79.58
0.3998,0.7419,0.4204,0.9943,0.3227,0.2701,69.84
0.6707,0.3027,0.2966,0.8284,0.6945,0.3038,62.15
0.765,0.7648,0.5815,0.4015,0.7233,0.2773,49.1
0.3908,0.1868,0.2428,0.0697,0.763,0.7797,81.71
0.0148,0.1917,0.7667,0.5814,0.7667,0.7166,94.32
0.6157,0.6729,0.5967,0.5365,0.1597,0.36,67.89
0.9658,0.7695,0.7408,0.2334,0.0904,0.9261,59.91
0.9221,0.5339,0.7757,0.308,0.2624,0.6215,59.03
0.718,0.5914,0.6809,0.6649,0.9725,0.3298,58.75
0.7711,0.9576,0.4117,0.9896,0.6015,0.2677,49.21
0.6105,0.4185,0.2187,0.3804,0.1796,0.8155,74.51
0.8195,0.4392,0.2014,0.2585,0.6073,0.3989,56.35
0.9125,0.7425,0.3946,0.7863,0.8117,0.8893,51.7
0.7828,0.6937,0.7754,0.0753,0.7247,0.3523,48.03
0.0056,0.634,0.8677,0.2711,0.2218,0.3544,89.28
0.883,0.5277,0.8046,0.7586,0.9211,0.3444,54.42
0.7724,0.921,0.6607,0.9013,0.654,0.3354,51.25
0.0015,0.9395,0.7423,0.1144,0.0544,0.7992,87.47
0.0425,0.8798,0.3425,0.5132,0.5394,0.7244,81.9
0.8983,0.9609,0.2459,0.1593,0.1502,0.4018,48.19
0.6513,0.7704,0.783,0.8424,0.3262,1.0,67.96
0.6605,0.0192,0.3031,0.5076,0.5795,0.5606,67.97
0.4669,0.2756,0.2527,0.5398,0.423,0.793,74.63
0.1123,0.5998,0.826,0.8586,0.1715,0.6829,90.3
0.0331,0.1335,0.2117,0.6249,0.4563,0.8326,94.76
0.8045,0.9943,0.4949,0.6725,0.8824,0.5072,48.34
0.3815,0.651,0.6493,0.334,0.5219,1.0,80.92
0.4846,0.0059,0.325,0.7358,0.2952,0.8568,82.96
0.6576,0.3739,0.4855,0.0186,0.09,1.0,69.62
0.9568,0.4585,0.3741,0.1826,0.9095,0.7724,46.33
0.7042,0.2499,0.4637,0.761,0.0008,1.0,79.89
0.2936,0.3754,0.2931,0.7649,0.6897,0.2885,72.92
0.4249,0.5012,0.2554,0.5328,0.4396,0.5866,75.17
0.9416,0.6797,0.8796,0.8737,0.8271,0.4993,56.56
0.1469,0.3523,0.7018,0.4518,0.4984,0.7246,86.4
0.2764,0.7123,0.4878,0.9991,0.9607,0.4616,74.92
0.4636,0.7755,0.8791,0.4078,0.5853,0.3686,68.09
0.5815,0.5669,0.5392,0.9114,0.8875,1.0,69.8
0.2566,0.6048,0.4709,0.1658,0.4107,0.8182,78.44
0.0111,0.417,0.2509,0.4537,0.9314,0.7848,87.69
0.377,0.9853,0.8361,0.948,0.6573,0.3915,73.76
0.9148,0.6032,0.8659,0.5482,0.2153,0.9389,62.53
0.3998,0.5148,0.6971,0.4509,0.1873,1.0,75.46
0.4338,0.3011,0.3729,0.5252,0.0489,1.0,85.01
0.8131,0.0956,0.3401,0.5279,0.1896,0.9507,65.8
0.0846,0.991,0.4817,0.0293,0.8968,0.5155,77.06
0.6984,0.9299,0.3028,0.6169,0.747,0.3117,52.15
0.7924,0.7412,0.6629,0.8529,0.8707,0.9202,56.8
0.1182,0.2041,0.7681,0.4957,0.1523,0.8326,96.56
0.5436,0.1324,0.614,0.5401,0.6444,1.0,78.69
0.7859,0.9398,0.2948,0.9086,0.3295,1.0,57.73
0.649,0.0556,0.3279,0.3368,0.2321,0.7727,72.31
0.6086,0.8004,0.6357,0.261,0.9057,0.6173,58.35
0.9154,0.5684,0.8837,0.7768,0.9212,1.0,68.64
0.37,0.5339,0.8155,0.0852,0.6589,0.4755,75.37
0.9352,0.4486,0.4859,0.1005,0.5262,0.7742,57.35
0.7645,0.9154,0.6494,0.7712,0.8496,0.2562,50.3
0.2479,0.9394,0.5435,0.1205,0.1634,0.4567,72.69
0.6605,0.3157,0.4833,0.0127,0.4962,0.7045,68.0
0.6424,0.0733,0.8934,0.3496,0.2258,0.329,73.62
0.966,0.1466,0.4335,0.622,0.8358,0.7978,58.37
0.071,0.1983,0.539,0.21,0.0403,0.5234,94.87
0.9963,0.2751,0.514,0.55,0.0001,0.4984,63.79
0.4313,0.4439,0.8711,0.416,0.1287,0.4567,86.21
0.8849,0.6918,0.5293,0.3214,0.7774,0.8076,51.76
0.7864,0.6299,0.8842,0.6881,0.8533,1.0,67.24
0.961,0.1665,0.5767,0.3471,0.268,0.6016,65.68
0.9716,0.037,0.7698,0.5583,0.354,0.2513,62.11
0.7289,0.8078,0.4247,0.8352,0.2606,0.9085,66.0
0.6192,0.6691,0.3742,0.6664,0.9218,0.293,53.6
0.0506,0.0113,0.3721,0.8289,0.0126,0.5355,100
0.8928,0.1172,0.3934,0.0184,0.7611,0.8039,61.68
0.1782,0.8043,0.2169,0.209,0.3826,0.9549,71.81
0.7672,0.7384,0.2279,0.5137,0.9153,0.7487,46.0
0.6283,0.6934,0.2147,0.4448,0.5405,0.3889,61.62
0.3217,0.6081,0.4366,0.9708,0.3821,0.8844,79.3
0.2037,0.2367,0.7046,0.1322,0.0555,0.4241,86.82
0.9855,0.3,0.795,0.5031,0.5072,0.299,58.68
0.0426,0.7198,0.6236,0.483,0.9688,0.7969,78.22
0.041,0.6795,0.2822,0.6993,0.0927,1.0,90.41
0.9791,0.8657,0.2552,0.1997,0.8562,0.3832,34.39
0.3898,0.1003,0.4347,0.2757,0.3385,0.2931,81.29
0.1865,0.1193,0.6158,0.4033,0.2953,0.6669,94.82
0.6837,0.9878,0.3027,0.3135,0.6006,0.6812,54.97
0.2726,0.7112,0.4074,0.7264,0.9586,0.302,68.84
0.5318,0.8917,0.7408,0.9185,0.8954,0.3233,60.99
0.7459,0.8229,0.6006,0.7292,0.5766,0.6361,55.09
0.7927,0.8039,0.8985,0.1323,0.4074,0.4775,55.24
0.9228,0.3633,0.8834,0.1379,0.3844,0.9282,60.55
0.3012,0.1297,0.5403,0.5555,0.4484,0.4481,82.72
0.3306,0.8126,0.4754,0.0415,0.3958,0.6478,71.12
0.0084,0.044,0.7117,0.8871,0.0877,0.8305,100
0.545,0.1207,0.8017,0.5866,0.5924,1.0,83.1
0.0587,0.7408,0.6474,0.1432,0.1353,0.8076,83.27
0.7674,0.4601,0.4597,0.4675,0.5975,0.462,63.68
0.1121,0.6493,0.3307,0.3924,0.0495,0.9069,83.77
0.967,0.3488,0.7703,0.493,0.2953,0.5449,62.02
0.8113,0.9815,0.6134,0.1371,0.319,0.9349,56.09
0.2853,0.3294,0.5597,0.1244,0.0163,0.7643,85.06
0.7184,0.5952,0.4435,0.3504,0.2114,1.0,68.31
0.3981,0.4061,0.8069,0.5971,0.6858,0.387,72.41
0.4933,0.495,0.4204,0.4074,0.0121,1.0,72.38
0.8404,0.3096,0.4961,0.4476,0.2963,1.0,70.2
0.1543,0.4216,0.8451,0.016,0.1967,0.9831,94.27
0.0272,0.3745,0.3393,0.0044,0.4412,0.8728,89.79
0.6348,0.0902,0.5479,0.0939,0.4232,0.568,72.09
0.1289,0.2557,0.2525,0.2453,0.3264,0.6555,87.15
0.2653,0.7097,0.878,0.7319,0.3654,0.339,80.49
0.9875,0.4675,0.2381,0.7227,0.1231,1.0,54.82
0.08,0.643,0.5673,0.5756,0.3979,1.0,93.08
0.4046,0.2148,0.4311,0.8852,0.5537,0.4286,77.02
0.3223,0.6073,0.3847,0.6706,0.46,0.7514,80.67
0.0492,0.1857,0.37,0.7461,0.4783,0.6845,93.84
0.731,0.5421,0.3711,0.006,0.6424,0.7667,60.41
0.4325,0.2419,0.3328,0.8174,0.6902,0.8034,81.84
0.4791,0.7861,0.2933,0.5655,0.8606,0.515,66.36
0.9216,0.3222,0.7342,0.8155,0.9348,1.0,64.74
0.4602,0.6173,0.6156,0.1868,0.1653,0.6839,73.37
0.1595,0.7209,0.8072,0.6517,0.0467,0.4684,91.66
0.1824,0.5752,0.376,0.9916,0.0653,0.8154,87.57
0.5163,0.2933,0.3487,0.2969,0.6598,0.8043,77.51
0.5253,0.8895,0.2064,0.6727,0.3314,0.5443,65.94
0.69,0.1268,0.4723,0.9148,0.4426,0.65,77.18
0.6897,0.6223,0.3412,0.9594,0.1243,0.2535,65.27
0.9847,0.2134,0.3083,0.7735,0.4325,0.8233,56.75
0.7791,0.9136,0.5449,0.4674,0.2183,1.0,54.36
0.6998,0.0338,0.4789,0.9286,0.7301,0.2759,73.11
0.8027,0.0034,0.591,0.0524,0.3785,0.2817,65.86
0.5034,0.3042,0.6411,0.0848,0.8241,0.837,72.03
0.7911,0.2975,0.2376,0.8978,0.2702,0.8691,70.32
0.7586,0.5063,0.4996,0.4202,0.3713,1.0,62.95
0.8419,0.4297,0.3119,0.8428,0.2451,0.6211,63.78
0.3568,0.8469,0.7667,0.4035,0.9552,0.4905,62.38
0.4116,0.071,0.6016,0.2673,0.595,0.8419,84.43
0.2176,0.5871,0.7391,0.6794,0.7486,1.0,86.97
0.7081,0.8421,0.6187,0.0774,0.5987,0.8972,53.75
0.6202,0.315,0.4195,0.8668,0.5972,0.9837,75.38
0.2075,0.8235,0.7426,0.4365,0.2165,0.3708,77.8
0.8932,0.1014,0.2706,0.7186,0.5857,1.0,70.27
0.5337,0.6509,0.6624,0.9102,0.3295,0.5143,72.92
0.0163,0.6998,0.3277,0.4504,0.7413,1.0,82.15
0.8757,0.1375,0.3352,0.5916,0.5311,1.0,69.01
0.8267,0.9291,0.3131,0.3977,0.4611,0.712,48.66
0.4917,0.8472,0.742,0.5264,0.909,0.368,57.47
0.6489,0.0578,0.6601,0.9725,0.2901,0.6056,81.44
0.0495,0.6975,0.8912,0.1999,0.7233,0.7776,82.91
0.7476,0.575,0.5755,0.8698,0.271,0.2725,64.32
0.6794,0.5153,0.6807,0.6235,0.5674,0.9804,70.73
0.2414,0.0037,0.6346,0.9183,0.1542,0.6121,100
0.1193,0.8394,0.2415,0.8801,0.4172,0.6022,78.25
0.3227,0.9009,0.7127,0.6844,0.4064,0.5046,73.04
0.4993,0.9268,0.8629,0.3225,0.7516,0.5786,61.47
0.9661,0.2548,0.5017,0.0057,0.0523,0.7301,61.62
0.3376,0.7869,0.4904,0.531,0.1328,0.8764,74.01
0.3529,0.3251,0.3077,0.8918,0.8616,0.4883,78.12
0.7698,0.5887,0.5306,0.2961,0.1437,1.0,66.02
0.9121,0.9981,0.2119,0.7755,0.8365,1.0,48.93
0.8673,0.7302,0.5168,0.9583,0.4082,0.2918,50.14
0.2678,0.9163,0.5589,0.4112,0.1734,0.9809,72.61
0.3328,0.0485,0.628,0.5347,0.0304,0.808,96.02
0.2126,0.668,0.2085,0.7702,0.638,1.0,74.46
0.4756,0.4848,0.7912,0.8213,0.5759,0.6964,78.11
0.1529,0.2687,0.3468,0.3892,0.2703,0.2621,82.34
0.3178,0.0422,0.3433,0.7535,0.3776,0.8837,88.19
0.9837,0.573,0.5488,0.6392,0.2228,0.4803,58.27
0.0188,0.3368,0.7799,0.7613,0.0452,0.853,99.01
0.617,0.2703,0.6555,0.8087,0.0443,0.4638,77.71
0.09,0.9113,0.6203,0.7627,0.3321,0.507,80.35
0.1912,0.3122,0.2286,0.0964,0.7441,0.8596,80.28
0.4712,0.5326,0.5222,0.6097,0.9557,0.3542,65.02
0.4254,0.2673,0.8363,0.5227,0.159,0.2534,84.86
0.522,0.7239,0.7874,0.32,0.6414,1.0,67.8
0.2765,0.5706,0.3114,0.6467,0.2198,1.0,76.38
0.4294,0.7368,0.4524,0.5486,0.7164,0.9437,70.9
0.4806,0.9281,0.3469,0.8493,0.4435,0.8915,68.62
0.3839,0.1818,0.6132,0.6572,0.6422,0.8746,78.33
0.5296,0.8935,0.735,0.4687,0.5007,0.5203,69.58
0.1467,0.3815,0.4533,0.3399,0.3124,0.821,86.99
0.4204,0.1528,0.2935,0.7249,0.2201,0.6843,82.14
0.4503,0.5026,0.6055,0.9807,0.8839,0.459,70.06
0.0359,0.8126,0.734,0.4284,0.8239,1.0,79.85
0.7145,0.6277,0.5136,0.6711,0.5522,0.9924,68.39
0.7033,0.0706,0.7537,0.4207,0.314,0.4356,74.2
0.5248,0.9888,0.815,0.5446,0.6243,0.2865,58.06
0.5142,0.3527,0.2454,0.4941,0.0581,0.7826,76.28
0.3696,0.9876,0.7335,0.6272,0.1676,1.0,75.02
0.5117,0.411,0.5676,0.8612,0.9595,0.8781,75.47
0.3986,0.1509,0.6156,0.6813,0.1804,1.0,90.07
0.632,0.3337,0.2618,0.8785,0.5468,0.3918,63.0
0.5671,0.7891,0.5661,0.387,0.6557,0.9489,62.71
0.8084,0.6489,0.5419,0.9154,0.388,0.9471,63.09
0.9657,0.0366,0.2829,0.4547,0.132,0.691,67.35
0.3876,0.6067,0.3617,0.2749,0.7064,0.8575,73.54
0.8495,0.6614,0.6252,0.4541,0.0462,0.9044,65.78
0.4602,0.6142,0.8036,0.7829,0.865,1.0,75.59
0.191,0.3543,0.5123,0.8004,0.4423,0.9281,89.81
0.6582,0.8799,0.2701,0.3293,0.6321,0.8746,49.94
0.7676,0.44,0.8335,0.3575,0.6437,0.7311,61.83
0.7392,0.5166,0.6976,0.2802,0.0447,0.587,63.48
0.5091,0.2092,0.8803,0.3114,0.3086,0.6931,87.82
0.1024,0.1524,0.3588,0.6482,0.3227,0.2951,92.11
0.4006,0.9905,0.2797,0.6278,0.3935,1.0,65.8
0.0375,0.6389,0.8148,0.4503,0.4464,0.299,84.88
0.8825,0.2321,0.8815,0.8043,0.6276,0.5774,64.57
0.9763,0.5745,0.4054,0.915,0.9897,1.0,52.87
0.4233,0.8562,0.8676,0.8144,0.0664,0.4498,75.62
0.2186,0.4986,0.6633,0.8686,0.3551,1.0,90.48
0.3661,0.7064,0.3121,0.91,0.6694,0.8573,72.6
0.9617,0.774,0.3459,0.0377,0.5649,0.3313,46.2
0.5592,0.9218,0.6633,0.6425,0.9959,0.4579,58.13
0.8545,0.7364,0.2483,0.347,0.7389,0.7427,50.78
0.5831,0.7971,0.2168,0.4666,0.2073,0.5173,58.1
0.2546,0.1767,0.2856,0.743,0.5723,0.7494,87.79
0.6503,0.9216,0.5409,0.7407,0.9233,0.8089,54.12
0.3367,0.9483,0.8283,0.0769,0.6644,0.6208,69.05
0.5518,0.6455,0.86,0.8912,0.0989,0.9721,77.08
0.4795,0.6991,0.241,0.5908,0.8173,0.4364,63.83
0.4869,0.4497,0.2181,0.9962,0.5915,0.9091,75.82
0.6644,0.9969,0.8798,0.7707,0.0287,0.3889,64.51
0.9617,0.6344,0.8785,0.7491,0.5751,0.842,54.17
0.1166,0.8907,0.4909,0.4524,0.1231,0.9341,85.45
0.9899,0.4139,0.8668,0.0015,0.9974,0.9344,57.33
0.8113,0.9217,0.2941,0.849,0.128,0.8734,55.09
0.9788,0.2687,0.6119,0.0396,0.8996,0.4414,50.11
0.2207,0.421,0.4507,0.7404,0.0938,1.0,90.51
0.6143,0.3274,0.645,0.2761,0.4036,0.5015,72.34
0.2453,0.8583,0.2439,0.304,0.3955,0.5805,69.99
0.8817,0.1401,0.7663,0.8136,0.11,0.6018,70.43
0.2182,0.5676,0.7476,0.3567,0.9046,0.5996,77.93
0.6123,0.3349,0.6079,0.158,0.1827,0.8782,69.91
0.8119,0.2986,0.2315,0.2163,0.8583,0.9767,64.31
0.8144,0.3234,0.881,0.743,0.3345,0.3083,66.99
0.9368,0.9685,0.7456,0.9254,0.2558,0.7535,51.89
0.4811,0.1806,0.8374,0.2287,0.0008,0.6798,84.62
0.2527,0.3612,0.4646,0.7389,0.0837,0.8794,90.82
0.2924,0.8295,0.3042,0.0928,0.2607,0.9665,68.83
0.5896,0.3168,0.2445,0.8748,0.0081,0.2628,72.83
0.3222,0.2439,0.5469,0.4354,0.0948,0.4281,82.43
0.502,0.0598,0.7062,0.5359,0.965,0.3286,70.75
0.2061,0.0843,0.2645,0.0649,0.2288,0.6913,84.15
0.9453,0.0148,0.7589,0.0776,0.4561,0.2916,65.49
0.6714,0.6309,0.4241,0.3012,0.3307,0.6663,66.38
0.6517,0.0023,0.8046,0.822,0.6565,0.474,79.24
0.8086,0.0721,0.8594,0.1792,0.743,0.2612,67.77
0.0542,0.9589,0.5022,0.3352,0.647,1.0,78.84
0.91,0.0189,0.4285,0.8309,0.1682,0.9292,76.66
0.0273,0.4089,0.2257,0.315,0.2561,0.927,93.06
0.5664,0.0191,0.8882,0.4018,0.8928,0.4387,76.95
0.1357,0.1366,0.2262,0.9912,0.2321,1.0,94.23
0.1305,0.6648,0.233,0.3778,0.655,0.3376,71.67
0.0464,0.0755,0.7307,0.256,0.3067,0.455,93.1
0.101,0.2278,0.322,0.1815,0.3788,1.0,91.51
0.7329,0.2542,0.7827,0.4117,0.2833,0.3657,68.12
0.3043,0.5006,0.4089,0.8042,0.6094,0.6425,80.06
0.512,0.4294,0.3873,0.7454,0.7297,0.7847,71.61
0.3566,0.4373,0.5177,0.67,0.6251,1.0,80.51
0.5501,0.6251,0.3241,0.4719,0.2321,0.621,71.37
0.7744,0.3346,0.3243,0.3836,0.9598,0.59,55.53
0.2675,0.764,0.4731,0.1577,0.7875,1.0,77.63
0.5109,0.6196,0.4916,0.3001,0.2666,0.9675,70.2
0.849,0.698,0.3115,0.8782,0.7775,1.0,57.27
0.9238,0.3938,0.7038,0.6669,0.3381,0.7644,62.1
0.4077,0.7619,0.8165,0.5766,0.8882,0.9356,67.5
0.1541,0.2025,0.8375,0.755,0.3883,1.0,98.42
0.4748,0.1567,0.5204,0.6449,0.934,1.0,80.34
0.7449,0.5471,0.3572,0.2715,0.9402,0.5127,51.13
0.4292,0.6688,0.2183,0.7848,0.3933,0.7435,69.45
0.296,0.4704,0.6472,0.6159,0.7521,0.9457,81.61
0.0962,0.8604,0.6717,0.5001,0.1015,1.0,84.66
0.5153,0.1967,0.5233,0.0292,0.0231,0.9892,78.25
0.4715,0.166,0.7811,0.0041,0.0954,0.7416,83.65
0.4236,0.482,0.5877,0.7116,0.5559,0.3783,73.1
0.1178,0.9792,0.8853,0.3982,0.1965,0.9542,79.31
0.783,0.442,0.3288,0.6424,0.8383,0.9363,65.28
0.3886,0.7025,0.4411,0.4055,0.9172,0.4253,64.63
0.1089,0.1387,0.8515,0.8606,0.5886,1.0,100
0.5727,0.5056,0.6655,0.9935,0.1098,0.8385,77.51
0.7025,0.3833,0.4045,0.4602,0.6204,0.6639,62.99
0.889,0.2242,0.43,0.6001,0.0329,1.0,66.71
0.1074,0.3499,0.7414,0.0275,0.4014,0.9085,88.67
0.5851,0.7614,0.2569,0.2264,0.2722,0.4992,58.82
0.4762,0.6659,0.7833,0.6568,0.2051,0.8785,75.17
0.0456,0.5634,0.758,0.2653,0.7284,1.0,87.93
0.865,0.4936,0.3516,0.0739,0.251,0.749,58.07
0.2829,0.6545,0.6132,0.6577,0.7717,0.2936,72.87
0.3116,0.899,0.3131,0.9119,0.1505,0.765,78.05
0.9258,0.4042,0.581,0.033,0.9648,1.0,51.79
0.6022,0.2464,0.3011,0.9548,0.7697,0.4863,75.05
0.3024,0.2611,0.3092,0.0599,0.3193,0.3185,73.3
0.0614,0.4781,0.8891,0.0962,0.8373,1.0,94.44
0.3822,0.0798,0.751,0.0989,0.7019,0.3292,84.01
0.4955,0.2033,0.2947,0.7054,0.583,0.5337,74.98
0.1354,0.9062,0.6683,0.0043,0.9706,0.7274,71.45
0.803,0.0883,0.2644,0.1325,0.5336,1.0,66.67
0.4846,0.6972,0.7408,0.6076,0.9698,0.6867,68.83
0.5101,0.4909,0.4062,0.4287,0.6052,0.4689,67.74
0.918,0.4993,0.6303,0.1112,0.9859,0.3619,48.57
0.5776,0.2863,0.3747,0.1518,0.3484,1.0,75.74
0.9201,0.2178,0.236,0.5968,0.4333,0.8567,63.19
0.3885,0.4065,0.3773,0.3444,0.1672,0.5462,76.97
0.3119,0.0751,0.2973,0.3633,0.4866,0.9913,82.9
0.9342,0.4665,0.58,0.7048,0.2759,0.7319,63.61
0.6045,0.5067,0.8874,0.5979,0.9812,0.2781,63.25
0.106,0.9904,0.6905,0.3407,0.4514,1.0,81.26
0.3641,0.5049,0.8206,0.8517,0.1842,0.835,83.81
0.0864,0.1561,0.4829,0.7604,0.3616,0.5864,93.94
0.4764,0.6633,0.2581,0.859,0.6539,0.5016,71.81
0.8388,0.0051,0.7729,0.5092,0.9557,0.6359,68.62
0.7004,0.4451,0.7656,0.8769,0.0034,0.835,76.06
0.8127,0.4092,0.6197,0.6723,0.9883,0.9872,64.23
0.1407,0.4717,0.318,0.5015,0.1113,0.5719,85.97
0.7927,0.1613,0.3606,0.5522,0.181,0.7597,69.24
0.471,0.8663,0.5682,0.3579,0.606,0.7959,68.81
0.0319,0.2729,0.2273,0.7513,0.268,0.8049,95.91
0.7818,0.7045,0.8552,0.347,0.0297,1.0,68.53
0.7743,0.1942,0.877,0.9437,0.9276,0.401,65.79
